"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2023.MMP1850,2023.MMP1850,Incident,"Southern Asia",2023-06-20,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Iran to Türkiye","Khoy district, West Azerbaijan province, Iran","38.545452, 44.9590281","Southern Asia","IOM Afghanistan",,4
2023.MMP1851,2023.MMP1851,Incident,"Southern Asia",2023-06-21,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Esfahan province, Iran","32.7014728, 51.1559259","Southern Asia","IOM Afghanistan",,4
2023.MMP1852,2023.MMP1852,Incident,"Southern Asia",2023-06-22,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Tahran district, Tahran province, Iran","35.5501285, 51.5150077","Southern Asia","IOM Afghanistan",,4
2023.MMP1853,2023.MMP1853,Incident,"Southern Asia",2023-06-22,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Mixed or unknown","Iran (Islamic Republic of)","Afghanistan to Iran","Zabul district, Sistan wa Balochestan province, Iran","31.0301788, 61.4900813","Southern Asia","IOM Afghanistan",,4
2023.MMP1854,2023.MMP1854,Incident,"Southern Asia",2023-06-22,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Barajan district, Bushehr province, Iran","28.7620739, 51.5150077","Southern Asia","IOM Afghanistan",,4
2023.MMP1855,2023.MMP1855,Incident,"Southern Asia",2023-06-23,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Kish district, Hormozgan province, Iran","26.5444953, 54.0193832","Southern Asia","IOM Afghanistan",,4
2023.MMP1856,2023.MMP1856,Incident,"Southern Asia",2023-06-23,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1857,2023.MMP1857,Incident,"Southern Asia",2023-06-24,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Mixed or unknown","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1858,2023.MMP1858,Incident,"Southern Asia",2023-06-24,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Esfahan province, Iran","33.3249654, 53.3906074","Southern Asia","IOM Afghanistan",,4
2023.MMP1859,2023.MMP1859,Incident,"Southern Asia",2023-06-24,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1860,2023.MMP1860,Incident,"Southern Asia",2023-06-24,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1861,2023.MMP1861,Incident,"Southern Asia",2023-06-24,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Sarawan district, Sistan wa Balochestan province, Iran","27.3688908, 62.3385305","Southern Asia","IOM Afghanistan",,4
2023.MMP1862,2023.MMP1862,Incident,"Southern Asia",2023-06-25,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Babol district, Mazandaran province, Iran","36.5386629, 52.6764543","Southern Asia","IOM Afghanistan",,4
2023.MMP1863,2023.MMP1863,Incident,"Southern Asia",2023-06-25,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Babol district, Mazandaran province, Iran","36.5386629, 52.6764543","Southern Asia","IOM Afghanistan",,4
2023.MMP1864,2023.MMP1864,Incident,"Southern Asia",2023-06-26,2023,June,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Yafta abad district, Tehran province, Iran","35.6444285, 51.3573906","Southern Asia","IOM Afghanistan",,4
2023.MMP1865,2023.MMP1865,Incident,"Southern Asia",2023-06-26,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Qom district, Qom province, Iran","34.6415764, 50.8746035","Southern Asia","IOM Afghanistan",,4
2023.MMP1866,2023.MMP1866,Incident,"Southern Asia",2023-06-26,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Rafsanjan district, Kerman province, Iran","30.5586331, 55.9358581","Southern Asia","IOM Afghanistan",,4
2023.MMP1867,2023.MMP1867,Incident,"Southern Asia",2023-06-26,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran (Islamic Republic of)","Afghanistan to Iran","Sarawan district, Sistan wa Balochestan province, Iran","27.3688908, 62.3385305","Southern Asia","IOM Afghanistan",,4
2023.MMP1868,2023.MMP1868,Incident,"Southern Asia",2023-06-26,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Sarawan district, Sistan wa Balochestan province, Iran","27.3688908, 62.3385305","Southern Asia","IOM Afghanistan",,4
2023.MMP1869,2023.MMP1869,Incident,"Southern Asia",2023-06-28,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Mahmood Abad district, Isfahan province, Iran","32.7959652, 50.9970058","Southern Asia","IOM Afghanistan",,4
2023.MMP1870,2023.MMP1870,Incident,"Southern Asia",2023-07-01,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1871,2023.MMP1871,Incident,"Southern Asia",2023-07-02,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Chabahar district, Sistan wa Balochestan province, Iran","25.2927156, 60.6496102","Southern Asia","IOM Afghanistan",,4
2023.MMP1872,2023.MMP1872,Incident,"Southern Asia",2023-07-02,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Kerman district, Kerman province, Iran","30.5757091, 58.0071922","Southern Asia","IOM Afghanistan",,4
2023.MMP1873,2023.MMP1873,Incident,"Southern Asia",2023-07-03,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1874,2023.MMP1874,Incident,"Southern Asia",2023-07-03,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Drowning,"Iran (Islamic Republic of)","Afghanistan to Iran","Mahmood Abad district, Isfahan province, Iran","32.7959652, 50.9970058","Southern Asia","IOM Afghanistan",,4
2023.MMP1875,2023.MMP1875,Incident,"Southern Asia",2023-07-04,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1876,2023.MMP1876,Incident,"Southern Asia",2023-07-04,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1877,2023.MMP1877,Incident,"Southern Asia",2023-07-04,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1878,2023.MMP1878,Incident,"Southern Asia",2023-07-06,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1879,2023.MMP1879,Incident,"Southern Asia",2023-07-07,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Bushehr district, Bushehr province, Iran","28.7620739, 51.5150077","Southern Asia","IOM Afghanistan",,4
2023.MMP1880,2023.MMP1880,Incident,"Southern Asia",2023-07-07,2023,July,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Bushehr district, Bushehr province, Iran","28.7620739, 51.5150077","Southern Asia","IOM Afghanistan",,4
2023.MMP1881,2023.MMP1881,Incident,"Southern Asia",2023-07-07,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Asalyeea district, Hormozgan province, Iran","27.4150286, 56.741207","Southern Asia","IOM Afghanistan",,4
2023.MMP1882,2023.MMP1882,Incident,"Southern Asia",2023-07-08,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Babul district, Kerman province, Iran","29.4850089, 57.6439048","Southern Asia","IOM Afghanistan",,4
2023.MMP1883,2023.MMP1883,Incident,"Southern Asia",2023-07-09,2023,July,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Amol district, Mazandaran province, Iran","36.0576888, 52.2762322","Southern Asia","IOM Afghanistan",,4
2023.MMP1884,2023.MMP1884,Incident,"Southern Asia",2023-07-09,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Sava district, Markazi province, Iran","34.6961791, 49.6911374","Southern Asia","IOM Afghanistan",,4
2023.MMP1885,2023.MMP1885,Incident,"Southern Asia",2023-07-09,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Sotulan district, Fars province, Iran","29.1043813, 53.045893","Southern Asia","IOM Afghanistan",,4
2023.MMP1886,2023.MMP1886,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1887,2023.MMP1887,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bohen Zahra district, Qazwin province, Iran","36.0881317, 49.8547266","Southern Asia","IOM Afghanistan",,4
2023.MMP1888,2023.MMP1888,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Jurm district, Fars province, Iran","29.1043813, 53.045893","Southern Asia","IOM Afghanistan",,4
2023.MMP1889,2023.MMP1889,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bam district, Sistan wa Balochestan province, Iran","27.5299906, 60.5820676","Southern Asia","IOM Afghanistan",,4
2023.MMP1890,2023.MMP1890,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bam district, Sistan wa Balochestan province, Iran","27.5299906, 60.5820676","Southern Asia","IOM Afghanistan",,4
2023.MMP1891,2023.MMP1891,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bam district, Sistan wa Balochestan province, Iran","27.5299906, 60.5820676","Southern Asia","IOM Afghanistan",,4
2023.MMP1892,2023.MMP1892,Incident,"Southern Asia",2023-07-10,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bam district, Sistan wa Balochestan province, Iran","27.5299906, 60.5820676","Southern Asia","IOM Afghanistan",,4
2023.MMP1893,2023.MMP1893,Incident,"Southern Asia",2023-07-11,2023,July,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Sava district, Markazi province, Iran","34.6961791, 49.6911374","Southern Asia","IOM Afghanistan",,4
2023.MMP1894,2023.MMP1894,Incident,"Southern Asia",2023-07-11,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Iran to Türkiye","Makoo district, West Azerbaijan province, Iran","39.2916244, 44.4646533","Southern Asia","IOM Afghanistan",,4
2023.MMP1895,2023.MMP1895,Incident,"Southern Asia",2023-07-12,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Khoy district, West Azarbaijan province, Iran","38.545452, 44.9590281","Southern Asia","IOM Afghanistan",,4
2023.MMP1896,2023.MMP1896,Incident,"Southern Asia",2023-07-12,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1897,2023.MMP1897,Incident,"Southern Asia",2023-07-12,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1898,2023.MMP1898,Incident,"Southern Asia",2023-07-12,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Bandar Abbas district, Hormozgan province, Iran","27.1962543, 56.2883647","Southern Asia","IOM Afghanistan",,4
2023.MMP1899,2023.MMP1899,Incident,"Southern Asia",2023-07-12,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1900,2023.MMP1900,Incident,"Southern Asia",2023-07-12,2023,July,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Kerman district, Kerman province, Iran","30.5757091, 58.0071922","Southern Asia","IOM Afghanistan",,4
2023.MMP1901,2023.MMP1901,Incident,"Southern Asia",2023-07-13,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669","Southern Asia","IOM Afghanistan",,4
2023.MMP1902,2023.MMP1902,Incident,"Southern Asia",2023-07-13,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran (Islamic Republic of)","Afghanistan to Iran","Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983","Southern Asia","IOM Afghanistan",,4
2023.MMP1903,2023.MMP1903,Incident,"Southern Asia",2023-07-13,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1904,2023.MMP1904,Incident,"Southern Asia",2023-07-13,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Iranshahr district, Sistan wa Balochestan province, Iran","27.2030006, 60.6853176","Southern Asia","IOM Afghanistan",,4
2023.MMP1905,2023.MMP1905,Incident,"Southern Asia",2023-07-13,2023,July,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983","Southern Asia","IOM Afghanistan",,4
2023.MMP1906,2023.MMP1906,Incident,"Southern Asia",2023-07-14,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Sarbaz district, Sistan wa Balochestan province, Iran","26.1908928, 61.5136037","Southern Asia","IOM Afghanistan",,4
2023.MMP1907,2023.MMP1907,Incident,"Southern Asia",2023-07-14,2023,July,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Sarbaz district, Sistan wa Balochestan province, Iran","26.1908928, 61.5136037","Southern Asia","IOM Afghanistan",,4
